"Registry name","Map color (hex)","Map color (int)"
"farmersdelight:cyan_canvas_sign","#8F7748","9402184"
"farmersdelight:cyan_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:dark_oak_pantry","#8F7748","9402184"
"farmersdelight:full_tatami_mat","#FFFFFF","16777215"
"farmersdelight:gray_canvas_sign","#8F7748","9402184"
"farmersdelight:gray_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:green_canvas_sign","#8F7748","9402184"
"farmersdelight:green_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:half_tatami_mat","#FFFFFF","16777215"
"farmersdelight:honey_glazed_ham_block","#FFFFFF","16777215"
"farmersdelight:jungle_pantry","#8F7748","9402184"
"farmersdelight:light_blue_canvas_sign","#8F7748","9402184"
"farmersdelight:light_blue_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:light_gray_canvas_sign","#8F7748","9402184"
"farmersdelight:light_gray_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:lime_canvas_sign","#8F7748","9402184"
"farmersdelight:lime_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:magenta_canvas_sign","#8F7748","9402184"
"farmersdelight:magenta_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:oak_pantry","#8F7748","9402184"
"farmersdelight:onion_crate","#8F7748","9402184"
"farmersdelight:onions","#007C00","31744"
"farmersdelight:orange_canvas_sign","#8F7748","9402184"
"farmersdelight:orange_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:organic_compost","#976D4D","9923917"
"farmersdelight:pink_canvas_sign","#8F7748","9402184"
"farmersdelight:pink_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:potato_crate","#8F7748","9402184"
"farmersdelight:purple_canvas_sign","#8F7748","9402184"
"farmersdelight:purple_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:red_canvas_sign","#8F7748","9402184"
"farmersdelight:red_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:red_mushroom_colony","#993333","10040115"
"farmersdelight:rice_bag","#FFFFFF","16777215"
"farmersdelight:rice_bale","#E5E533","15066419"
"farmersdelight:rice_crop","#007C00","31744"
"farmersdelight:rice_upper_crop","#007C00","31744"
"farmersdelight:rich_soil","#976D4D","9923917"
"farmersdelight:rich_soil_farmland","#976D4D","9923917"
"farmersdelight:roast_chicken_block","#FFFFFF","16777215"
"farmersdelight:rope","#C7C7C7","13092807"
"farmersdelight:safety_net","#C7C7C7","13092807"
"farmersdelight:shepherds_pie_block","#000000","0"
"farmersdelight:skillet","#A7A7A7","10987431"
"farmersdelight:spruce_pantry","#8F7748","9402184"
"farmersdelight:stove","#993333","10040115"
"farmersdelight:straw_bale","#E5E533","15066419"
"farmersdelight:stuffed_pumpkin_block","#D87F33","14188339"
"farmersdelight:sweet_berry_cheesecake","#000000","0"
"farmersdelight:tatami","#FFFFFF","16777215"
"farmersdelight:tomato_crate","#8F7748","9402184"
"farmersdelight:tomatoes","#007C00","31744"
"farmersdelight:warped_pantry","#8F7748","9402184"
"farmersdelight:white_canvas_sign","#8F7748","9402184"
"farmersdelight:white_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:wild_beetroots","#007C00","31744"
"farmersdelight:wild_cabbages","#007C00","31744"
"farmersdelight:wild_carrots","#007C00","31744"
"farmersdelight:wild_onions","#007C00","31744"
"farmersdelight:wild_potatoes","#007C00","31744"
"farmersdelight:wild_rice","#007C00","31744"
"farmersdelight:wild_tomatoes","#007C00","31744"
"farmersdelight:yellow_canvas_sign","#8F7748","9402184"
"farmersdelight:yellow_canvas_wall_sign","#8F7748","9402184"
"flopper:flopper","#707070","7368816"
"framedcompactdrawers:framed_compact_drawer","#8F7748","9402184"
"framedcompactdrawers:framed_drawer_controller","#8F7748","9402184"
"framedcompactdrawers:framed_full_four","#8F7748","9402184"
"framedcompactdrawers:framed_full_one","#8F7748","9402184"
"framedcompactdrawers:framed_full_two","#8F7748","9402184"
"framedcompactdrawers:framed_half_four","#8F7748","9402184"
"framedcompactdrawers:framed_half_one","#8F7748","9402184"
"framedcompactdrawers:framed_half_two","#8F7748","9402184"
"framedcompactdrawers:framed_slave","#8F7748","9402184"
"framedcompactdrawers:framed_trim","#8F7748","9402184"
"fruitful:apple_oak_hedge","#8F7748","9402184"
"fruitful:apple_oak_leaf_carpet","#667F33","6717235"
"fruitful:apple_oak_leaves","#667F33","6717235"
"fruitful:blossoming_oak_hedge","#8F7748","9402184"
"fruitful:blossoming_oak_leaf_carpet","#667F33","6717235"
"fruitful:blossoming_oak_leaves","#667F33","6717235"
"fruitful:budding_oak_hedge","#8F7748","9402184"
"fruitful:budding_oak_leaf_carpet","#667F33","6717235"
"fruitful:budding_oak_leaves","#667F33","6717235"
"fruitful:flowering_oak_hedge","#8F7748","9402184"
"fruitful:flowering_oak_leaf_carpet","#667F33","6717235"
"fruitful:flowering_oak_leaves","#667F33","6717235"
"fruitful:flowering_oak_sapling","#667F33","6717235"
"fruitful:potted_flowering_oak_sapling","#000000","0"
"ftbquests:barrier","#6699D8","6724056"
"ftbquests:detector","#707070","7368816"
"ftbquests:stage_barrier","#6699D8","6724056"
"immersivecooking:acacia_andesite_pantry","#8F7748","9402184"
"immersivecooking:acacia_blackstone_pantry","#8F7748","9402184"
"immersivecooking:acacia_diorite_pantry","#8F7748","9402184"
"immersivecooking:acacia_granite_pantry","#8F7748","9402184"
"immersivecooking:acacia_stone_pantry","#8F7748","9402184"
"immersivecooking:andesite_countertop","#707070","7368816"
"immersivecooking:birch_andesite_pantry","#8F7748","9402184"
"immersivecooking:birch_blackstone_pantry","#8F7748","9402184"
"immersivecooking:birch_diorite_pantry","#8F7748","9402184"
"immersivecooking:birch_granite_pantry","#8F7748","9402184"
"immersivecooking:birch_stone_pantry","#8F7748","9402184"
"immersivecooking:blackstone_countertop","#191919","1644825"
"immersivecooking:crimson_andesite_pantry","#8F7748","9402184"
"immersivecooking:crimson_blackstone_pantry","#8F7748","9402184"
"immersivecooking:crimson_diorite_pantry","#8F7748","9402184"
"immersivecooking:crimson_granite_pantry","#8F7748","9402184"
"immersivecooking:crimson_stone_pantry","#8F7748","9402184"
"immersivecooking:dark_oak_andesite_pantry","#8F7748","9402184"
"immersivecooking:dark_oak_blackstone_pantry","#8F7748","9402184"
"immersivecooking:dark_oak_diorite_pantry","#8F7748","9402184"
"immersivecooking:dark_oak_granite_pantry","#8F7748","9402184"
"immersivecooking:dark_oak_stone_pantry","#8F7748","9402184"
"immersivecooking:diorite_countertop","#FFFCF5","16776437"
"immersivecooking:glazed_tiles","#D87F33","14188339"
"immersivecooking:granite_countertop","#976D4D","9923917"
"immersivecooking:jungle_andesite_pantry","#8F7748","9402184"
"immersivecooking:jungle_blackstone_pantry","#8F7748","9402184"
"immersivecooking:jungle_diorite_pantry","#8F7748","9402184"
"immersivecooking:jungle_granite_pantry","#8F7748","9402184"
"immersivecooking:jungle_stone_pantry","#8F7748","9402184"
"immersivecooking:oak_andesite_pantry","#8F7748","9402184"
"immersivecooking:oak_blackstone_pantry","#8F7748","9402184"
"immersivecooking:oak_diorite_pantry","#8F7748","9402184"
"immersivecooking:oak_granite_pantry","#8F7748","9402184"
"immersivecooking:oak_stone_pantry","#8F7748","9402184"
"immersivecooking:spruce_andesite_pantry","#8F7748","9402184"
"immersivecooking:spruce_blackstone_pantry","#8F7748","9402184"
"immersivecooking:spruce_diorite_pantry","#8F7748","9402184"
"immersivecooking:spruce_granite_pantry","#8F7748","9402184"
"immersivecooking:spruce_stone_pantry","#8F7748","9402184"
"immersivecooking:stone_countertop","#707070","7368816"
"immersivecooking:stove_hood","#A7A7A7","10987431"
"immersivecooking:warped_andesite_pantry","#8F7748","9402184"
"immersivecooking:warped_blackstone_pantry","#8F7748","9402184"
"immersivecooking:warped_diorite_pantry","#8F7748","9402184"
"immersivecooking:warped_granite_pantry","#8F7748","9402184"
"immersivecooking:warped_stone_pantry","#8F7748","9402184"
"immersiveengineering:advanced_blast_furnace","#707070","7368816"
"immersiveengineering:alloy_smelter","#707070","7368816"
"immersiveengineering:alloybrick","#707070","7368816"
"immersiveengineering:alu_fence","#A7A7A7","10987431"
"immersiveengineering:alu_post","#A7A7A7","10987431"
"immersiveengineering:alu_scaffolding_grate_top","#A7A7A7","10987431"
"immersiveengineering:alu_scaffolding_standard","#A7A7A7","10987431"
"immersiveengineering:alu_scaffolding_wooden_top","#A7A7A7","10987431"
"immersiveengineering:alu_slope","#A7A7A7","10987431"
"immersiveengineering:alu_wallmount","#A7A7A7","10987431"
"immersiveengineering:arc_furnace","#A7A7A7","10987431"
"immersiveengineering:assembler","#A7A7A7","10987431"
"immersiveengineering:auto_workbench","#A7A7A7","10987431"
"immersiveengineering:balloon","#C7C7C7","13092807"
"immersiveengineering:biodiesel_fluid_block","#4040FF","4210943"
"immersiveengineering:blast_furnace","#707070","7368816"
"immersiveengineering:blastbrick","#707070","7368816"
"immersiveengineering:blastbrick_reinforced","#707070","7368816"
"immersiveengineering:blastfurnace_preheater","#A7A7A7","10987431"
"immersiveengineering:bottling_machine","#A7A7A7","10987431"
"immersiveengineering:breaker_switch","#A7A7A7","10987431"
"immersiveengineering:bucket_wheel","#A7A7A7","10987431"
"immersiveengineering:capacitor_creative","#A7A7A7","10987431"
"immersiveengineering:capacitor_hv","#A7A7A7","10987431"
"immersiveengineering:capacitor_lv","#A7A7A7","10987431"
"immersiveengineering:capacitor_mv","#A7A7A7","10987431"
"immersiveengineering:charging_station","#A7A7A7","10987431"
"immersiveengineering:chute_aluminum","#A7A7A7","10987431"
"immersiveengineering:chute_copper","#A7A7A7","10987431"
"immersiveengineering:chute_iron","#A7A7A7","10987431"
"immersiveengineering:chute_steel","#A7A7A7","10987431"
"immersiveengineering:circuit_table","#8F7748","9402184"
"immersiveengineering:cloche","#A7A7A7","10987431"
"immersiveengineering:coil_hv","#A7A7A7","10987431"
"immersiveengineering:coil_lv","#A7A7A7","10987431"
"immersiveengineering:coil_mv","#A7A7A7","10987431"
"immersiveengineering:coke","#707070","7368816"
"immersiveengineering:coke_oven","#707070","7368816"
"immersiveengineering:cokebrick","#707070","7368816"
"immersiveengineering:concrete","#707070","7368816"
"immersiveengineering:concrete_fluid_block","#4040FF","4210943"
"immersiveengineering:concrete_leaded","#707070","7368816"
"immersiveengineering:concrete_quarter","#707070","7368816"
"immersiveengineering:concrete_sheet","#707070","7368816"
"immersiveengineering:concrete_sprayed","#707070","7368816"
"immersiveengineering:concrete_three_quarter","#707070","7368816"
"immersiveengineering:concrete_tile","#707070","7368816"
"immersiveengineering:connector_bundled","#A7A7A7","10987431"
"immersiveengineering:connector_hv","#A7A7A7","10987431"
"immersiveengineering:connector_hv_relay","#A7A7A7","10987431"
"immersiveengineering:connector_lv","#A7A7A7","10987431"
"immersiveengineering:connector_lv_relay","#A7A7A7","10987431"
"immersiveengineering:connector_mv","#A7A7A7","10987431"
"immersiveengineering:connector_mv_relay","#A7A7A7","10987431"
"immersiveengineering:connector_probe","#A7A7A7","10987431"
"immersiveengineering:connector_redstone","#A7A7A7","10987431"
"immersiveengineering:connector_structural","#A7A7A7","10987431"
"immersiveengineering:conveyor_basic","#A7A7A7","10987431"
"immersiveengineering:conveyor_covered","#A7A7A7","10987431"
"immersiveengineering:conveyor_dropper","#A7A7A7","10987431"
"immersiveengineering:conveyor_droppercovered","#A7A7A7","10987431"
"immersiveengineering:conveyor_extract","#A7A7A7","10987431"
"immersiveengineering:conveyor_extractcovered","#A7A7A7","10987431"
"immersiveengineering:conveyor_redstone","#A7A7A7","10987431"
"immersiveengineering:conveyor_splitter","#A7A7A7","10987431"
"immersiveengineering:conveyor_splittercovered","#A7A7A7","10987431"
"immersiveengineering:conveyor_vertical","#A7A7A7","10987431"
"immersiveengineering:conveyor_verticalcovered","#A7A7A7","10987431"
"immersiveengineering:coresample","#707070","7368816"
"immersiveengineering:craftingtable","#8F7748","9402184"
"immersiveengineering:crate","#8F7748","9402184"
"immersiveengineering:creosote_fluid_block","#4040FF","4210943"
"immersiveengineering:crusher","#A7A7A7","10987431"
"immersiveengineering:current_transformer","#A7A7A7","10987431"
"immersiveengineering:cushion","#C7C7C7","13092807"
"immersiveengineering:diesel_generator","#A7A7A7","10987431"
"immersiveengineering:dynamo","#A7A7A7","10987431"
"immersiveengineering:electric_lantern","#A7A7A7","10987431"
"immersiveengineering:ethanol_fluid_block","#4040FF","4210943"
"immersiveengineering:excavator","#A7A7A7","10987431"
"immersiveengineering:fake_light","#000000","0"
"immersiveengineering:feedthrough","#A7A7A7","10987431"
"immersiveengineering:fermenter","#A7A7A7","10987431"
"immersiveengineering:floodlight","#A7A7A7","10987431"
"immersiveengineering:fluid_pipe","#A7A7A7","10987431"
"immersiveengineering:fluid_placer","#A7A7A7","10987431"
"immersiveengineering:fluid_pump","#A7A7A7","10987431"
"immersiveengineering:fluid_sorter","#8F7748","9402184"
"immersiveengineering:furnace_heater","#A7A7A7","10987431"
"immersiveengineering:generator","#A7A7A7","10987431"
"immersiveengineering:gunpowder_barrel","#8F7748","9402184"
"immersiveengineering:heavy_engineering","#A7A7A7","10987431"
"immersiveengineering:hemp","#007C00","31744"
"immersiveengineering:hempcrete","#707070","7368816"
"immersiveengineering:herbicide_fluid_block","#4040FF","4210943"
"immersiveengineering:insulating_glass","#707070","7368816"
"immersiveengineering:item_batcher","#8F7748","9402184"
"immersiveengineering:lantern","#A7A7A7","10987431"
"immersiveengineering:light_engineering","#A7A7A7","10987431"
"immersiveengineering:lightning_rod","#A7A7A7","10987431"
"immersiveengineering:logic_unit","#8F7748","9402184"
"immersiveengineering:metal_barrel","#A7A7A7","10987431"
"immersiveengineering:metal_ladder_alu","#A7A7A7","10987431"
"immersiveengineering:metal_ladder_none","#A7A7A7","10987431"
"immersiveengineering:metal_ladder_steel","#A7A7A7","10987431"
"immersiveengineering:metal_press","#A7A7A7","10987431"
"immersiveengineering:mixer","#A7A7A7","10987431"
"immersiveengineering:ore_aluminum","#707070","7368816"
"immersiveengineering:ore_copper","#707070","7368816"
"immersiveengineering:ore_lead","#707070","7368816"
"immersiveengineering:ore_nickel","#707070","7368816"
"immersiveengineering:ore_silver","#707070","7368816"
"immersiveengineering:ore_uranium","#707070","7368816"
"immersiveengineering:plantoil_fluid_block","#4040FF","4210943"
"immersiveengineering:post_transformer","#A7A7A7","10987431"
"immersiveengineering:potted_hemp","#000000","0"
"immersiveengineering:radiator","#A7A7A7","10987431"
"immersiveengineering:razor_wire","#A7A7A7","10987431"
"immersiveengineering:redstone_breaker","#A7A7A7","10987431"
"immersiveengineering:refinery","#A7A7A7","10987431"
"immersiveengineering:reinforced_crate","#8F7748","9402184"
"immersiveengineering:rs_engineering","#A7A7A7","10987431"
"immersiveengineering:sample_drill","#A7A7A7","10987431"
"immersiveengineering:sawdust","#F7E9A3","16247203"
"immersiveengineering:sawmill","#A7A7A7","10987431"
"immersiveengineering:shader_banner","#C7C7C7","13092807"
"immersiveengineering:shader_banner_wall","#C7C7C7","13092807"
"immersiveengineering:sheetmetal_aluminum","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_black","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_blue","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_brown","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_cyan","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_gray","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_green","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_light_blue","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_light_gray","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_lime","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_magenta","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_orange","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_pink","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_purple","#A7A7A7","10987431"
"immersiveengineering:sheetmetal_colored_red","#A7A7A7","10987431"
